,title,year,kind,rating,vote,runtime
8156,A Matter of Taste,2000,movie,6.9,1625.0,90
8157,Lizzie McGuire Box Set: Volume One - Bonus Material,2004,video movie,,,0
8158,I'm Crazy About Iris Blond,1996,movie,6.1,1305.0,110
8159,Dracula II: Ascension,2003,video movie,4.7,4112.0,85
8160,The Awful Truth,1937,movie,7.7,18797.0,90
8161,Broadway Melody of 1940,1940,movie,7.3,2322.0,102
8162,Anna Karenina,2012,movie,6.6,95894.0,129
8163,Herbie: Fully Loaded and Retooled,2005,tv movie,6.8,10.0,23
8164,Mickey and the Beanstalk,1947,movie,7.6,3594.0,29
8165,Joy Ride,2001,movie,6.6,66691.0,97
8166,Up Close & Personal,1996,movie,6.2,14090.0,124
8167,Cheech & Chong's Next Movie (1980),2020,episode,,,0
8168,Embrace the Darkness 3,2002,video movie,4.1,193.0,102
8169,Joni Mitchell: Painting with Words and Music,1998,video movie,8.2,55.0,99
8170,When It Was a Game 3,2000,tv movie,8.1,177.0,0
8171,I'll Be Seeing You,1944,movie,7.2,2135.0,85
8172,The Gay Deceivers,1969,movie,5.8,613.0,97
8173,Alien Nation,1988,movie,6.3,14957.0,91
8174,Space Station 76,2014,movie,4.9,8205.0,93
8175,Van Helsing,2016,tv series,6.2,20369.0,43
8176,Comic Book Villains,2002,video movie,5.6,2300.0,92
8177,I'm Going Home,2001,movie,6.9,1761.0,90
8178,The Brave Little Toaster,1987,movie,7.3,24704.0,90
8179,Inspector Morse II: Last Seen Wearing,1989,episode,6.8,7.0,0
8180,"Steve Welcomes Sheryl Underwood, Judy Gold and Liz Hernandez for the First Panel of the Season/Regina Hall from ""When the Bough Breaks""",2016,episode,,,0
8181,Heavy Metal,1981,movie,6.7,33379.0,86
8182,Assault on Precinct 13,1976,movie,7.4,47083.0,91
8183,When Beckham Met Owen,2004,movie,5.6,73.0,80
8184,Quitting,2001,movie,7.1,748.0,114
8185,Return to Sender,2015,movie,5.1,12834.0,92
8186,Blue Collar Comedy Tour: The Movie,2003,movie,7.1,4411.0,105
8187,Trekkies 2,2004,movie,6.4,1113.0,93
8188,The Toxic Avenger,1984,movie,6.2,27550.0,82
8189,Keys to Tulsa,1997,movie,5.2,1668.0,113
8190,Mimic,1997,movie,6.0,48227.0,105
8191,Robin and the 7 Hoods,1964,movie,6.5,4974.0,123
8192,Snow White and the Huntsman,2012,movie,6.1,280391.0,127
8193,War and Remembrance,1988,tv mini series,8.3,2624.0,1620
8194,Revenge of the Dead,1983,movie,6.2,2083.0,98
8195,Chasing Papi,2003,movie,4.8,4095.0,80
8196,An Intimate Friendship,2000,movie,3.5,179.0,85
8198,Hote Hote Pyar Hogaya,1999,movie,5.0,310.0,140
8199,Hellboy,2019,movie,5.2,83750.0,120
8200,L'effrontée,1985,movie,6.9,1871.0,96
8201,How to Succeed in Business Without Really Trying,1967,movie,7.2,4469.0,121
8202,The Graduate,1967,movie,8.0,262646.0,106
8203,Fires of Kuwait,1992,movie,7.3,492.0,36
8204,Excessive Force,1993,movie,5.3,1260.0,87
8205,Perfect Love,1996,movie,6.2,497.0,110
8206,Volcanoes of the Deep Sea,2003,movie,6.9,331.0,47
8207,Shining Through,1992,movie,6.4,9615.0,132
8208,What Have I Done to Deserve This?,1984,movie,7.2,9274.0,101
8209,Shattered,2007,movie,6.7,31333.0,95
8210,A Chinese Ghost Story,1987,movie,7.5,9380.0,98
8211,A Life Apart: Hasidism in America,1997,movie,7.0,166.0,96
8212,Butter,1998,movie,4.4,424.0,101
8213,World Trade Center,2006,movie,5.9,81364.0,129
8214,Laadla,1994,movie,5.8,1199.0,169
8215,John Mayer: Any Given Thursday,2003,video movie,8.3,186.0,115
8216,A Murder of Crows,1998,movie,6.3,8075.0,102
8217,Box of Moonlight,1996,movie,7.2,5552.0,112
8218,The Brain from Planet Arous,1957,movie,5.2,1517.0,71
8219,Gay Weddings,2002,tv series,6.5,24.0,30
8220,Bonanza,1959,tv series,7.3,8570.0,49
8221,Space Jam,1996,movie,6.5,188815.0,88
8222,Deadly Eyes,1982,movie,4.9,1291.0,87
8223,Homicide: Life on the Street,1993,tv series,8.6,12130.0,60
8224,Imelda,2014,movie,8.2,27.0,14
8225,Uncommon Valor,1983,movie,6.4,9668.0,105
8226,The Invisible Children,2001,movie,6.9,263.0,90
8227,Devon's Ghost: Legend of the Bloody Boy,2005,video movie,2.8,402.0,90
8228,The Replacements,2000,movie,6.6,60872.0,118
8229,Bill & Ted's Excellent Adventure,1989,movie,7.0,124635.0,90
8230,The Unpleasantness at the Bellona Club,1972,tv mini series,8.2,277.0,180
8231,Pollock,2000,movie,7.0,27651.0,122
8232,The Last Boy Scout,1991,movie,7.0,97220.0,105
8233,The Count of Monte Cristo,2002,movie,7.7,132989.0,131
8234,Darkman II: The Return of Durant,1995,video movie,5.1,5194.0,93
8235,High Season,1987,movie,5.3,400.0,90
8236,Zandalee,1991,movie,4.4,3660.0,100
8237,Dead & Rotting,2002,video movie,4.1,589.0,72
8238,Maximum Risk,1996,movie,5.5,21404.0,101
8239,Seconds,1966,movie,7.7,18900.0,106
8240,The Last Witness,1999,tv movie,5.0,664.0,95
8241,One Night at McCool's,2001,movie,6.1,30273.0,93
8242,SEAL Team: Season 1 - Seal Team Season One Debriefing,2018,video movie,9.1,21.0,23
8243,Bait,2012,movie,5.2,17219.0,93
8244,Out Cold,2001,movie,6.3,17192.0,89
8245,Local Boys,2002,movie,6.6,951.0,102
8246,Satya,1998,movie,8.2,14385.0,170
8247,Lust for Dracula,2004,video movie,3.4,335.0,90
8248,Hercules,1997,movie,7.3,215596.0,93
8249,Yankee Doodle Dandy,1942,movie,7.7,14926.0,126
8250,Brian's Song,1971,tv movie,7.6,7606.0,73
8251,Girlhood,2014,movie,6.9,8867.0,113
8252,Pop and Me,1999,movie,6.3,162.0,91
8253,Helter Skelter,1976,tv mini series,7.4,3491.0,194
8254,The 7th Voyage of Sinbad,1958,movie,7.1,12736.0,88
8255,Captain America: The First Avenger,2011,movie,6.9,781898.0,124
8256,L'amour de femme,1969,movie,4.6,50.0,59
8257,RahXephon: The Motion Picture - Pluralitas Concentio,2003,tv movie,6.3,190.0,120
8258,Rage Against the Machine: The Battle of Mexico City,2001,video movie,8.2,395.0,96
8259,Almost Anything,2015,movie,5.0,165.0,90
8260,"Same Time, Next Christmas",2019,tv movie,6.2,977.0,90
8261,The Remnant,2019,movie,6.4,30.0,17
8262,The Sign of Four,1987,tv movie,8.1,3853.0,103
8263,Invasion U.S.A.,1985,movie,5.5,9415.0,107
8264,The Scarlet Pimpernel,1982,tv movie,7.7,4551.0,142
8265,Rick,2003,movie,6.0,869.0,100
8266,Wilde,1997,movie,6.9,16649.0,118
8267,Mystic Iran: The Unseen World,2002,video movie,6.4,59.0,52
8268,Modern Problems,1981,movie,5.1,5108.0,93
8269,Maria's Lovers,1984,movie,6.6,2452.0,109
8270,The League of Gentlemen's Apocalypse,2005,movie,6.2,5535.0,91
8271,On the Waterfront,1954,movie,8.1,148329.0,108
8272,Place Vendôme,1998,movie,6.3,2161.0,117
8273,Alegria: Cirque du Soleil,2001,tv movie,8.5,623.0,93
8274,Aitraaz,2004,movie,6.6,9949.0,160
8275,Dangerous Moves,1984,movie,6.8,1235.0,110
8276,Sex and Lucía,2001,movie,7.1,36079.0,128
8277,He Sees You When You're Sleeping,2002,tv movie,5.6,314.0,100
8278,Gangaajal,2003,movie,7.8,16536.0,157
8279,Criss Cross,1949,movie,7.5,8110.0,84
8280,Fish in a Barrel,2001,movie,5.0,288.0,85
8281,The Karate Kid,1984,movie,7.3,208183.0,126
8282,High Times Potluck,2002,movie,4.9,455.0,90
8283,Master Spy: The Robert Hanssen Story,2002,tv movie,6.1,395.0,200
8284,Broadway Damage,1997,movie,6.7,655.0,111
8285,The Unborn,2009,movie,4.8,50428.0,88
8286,"Cream: Royal Albert Hall, London May 2-3-5-6 2005",2005,video movie,8.2,136.0,130
8287,Testament,1983,movie,7.0,5985.0,90
8288,Zoot Suit,1981,movie,6.8,1172.0,103
8289,Tango & Cash,1989,movie,6.4,101026.0,104
8290,Across the Tracks,1990,movie,5.8,2327.0,100
8291,The Last of the Von Erichs,2019,episode,8.5,346.0,44
8292,Death Duel of Kung Fu,1979,movie,5.8,167.0,86
8293,A Married Man,1983,tv mini series,7.7,86.0,240
8294,The Adventures of Prince Achmed,1926,movie,7.8,5878.0,80
8295,Battlestar Galactica,2003,tv mini series,8.6,71786.0,183
8296,Love Is All There Is,1996,movie,5.1,1353.0,105
8297,Kiss Shot,1989,tv movie,4.9,381.0,90
8298,Cannonball Run II,1984,movie,5.1,15608.0,108
8299,The Warrior and the Sorceress,1984,movie,4.3,1922.0,81
8300,WWE: Raw Tenth Anniversary,2003,video movie,7.1,37.0,0
8301,Paradise Alley,1978,movie,5.8,4932.0,107
8302,Wet Hot American Summer,2001,movie,6.6,56286.0,97
8303,Kiss the Bride,2002,movie,5.3,1200.0,89
8304,Vampire Junction,2001,movie,2.9,258.0,94
8305,Introducing Dorothy Dandridge,1999,tv movie,7.1,3521.0,120
8306,World Trade Center: Anatomy of the Collapse,2002,tv movie,7.3,42.0,0
8307,Disappearance,2019,movie,3.4,159.0,79
8308,Perfect Opposites,2004,movie,5.5,1367.0,99
8309,Someone Like You,2001,movie,6.1,25566.0,97
8310,Welcome to Sarajevo,1997,movie,6.8,7300.0,103
8311,The Son,2017,tv series,7.5,5737.0,44
8312,Safe,2018,tv mini series,7.2,35868.0,356
8313,Face of Terror,2004,movie,4.3,463.0,99
8314,Hanaukyo Maid Team: La Verite,2004,tv series,6.2,29.0,23
8315,The Man from Laramie,1955,movie,7.3,10297.0,103
8316,A Raisin in the Sun,1961,movie,8.0,7895.0,128
8317,The Beverly Hillbillies,1962,tv series,7.2,8806.0,30
8318,Because of Winn-Dixie,2005,movie,6.3,11104.0,106
8319,Mere Yaar Ki Shaadi Hai,2002,movie,5.3,2161.0,158
8320,The Moderns,1988,movie,6.6,1799.0,126
8321,Deathtrap,1982,movie,7.0,12899.0,116
8322,Francis Bacon,1988,movie,8.0,90.0,55
8323,Fantasia,1940,movie,7.7,91810.0,125
8324,The Wounds,1998,movie,8.0,10547.0,103
8325,Kissed,1996,movie,6.4,3730.0,78
8326,Kiss Tomorrow Goodbye,1950,movie,7.1,1944.0,102
8327,Ween Live in Chicago,2004,video movie,8.8,120.0,120
8328,She's Too Young,2004,tv movie,6.0,2426.0,84
8329,The Hobbit,1977,tv movie,6.8,13389.0,77
8330,Say Anything,1989,movie,7.3,85927.0,100
8331,Best Seller,1987,movie,6.5,5217.0,95
8332,Save the Green Planet!,2003,movie,7.3,8056.0,118
8333,The Plague of the Zombies,1966,movie,6.6,4743.0,90
8334,Drugstore Cowboy,1989,movie,7.3,35648.0,101
8335,Looking Through Lillian,2001,movie,4.9,295.0,98
8336,Sitcom,1998,movie,6.7,4914.0,85
8337,Always Outnumbered,1998,tv movie,7.2,2028.0,104
8338,Emerson Heights,2020,movie,5.2,232.0,96
8340,Dave,2020,tv series,8.3,14707.0,30
8341,Wishing Stairs,2003,movie,5.9,3072.0,100
8342,Oh! Sûpâ Miruku-chan,1998,tv series,6.5,201.0,30
8343,Dark Shadows,2012,movie,6.2,254649.0,113
8344,Dark Waters,2019,movie,7.6,73273.0,126
8345,El mar,2000,movie,6.8,1470.0,107
8346,Mesmerized,1985,movie,4.7,891.0,94
8347,13 Going on 30,2004,movie,6.2,176995.0,98
8348,The Best of Friends,1991,tv movie,7.7,111.0,81
8349,Entrails of a Virgin,1986,movie,4.2,1023.0,72
8350,The PhanDom Menace,2002,video movie,7.7,29.0,62
8351,Chinese Chocolate,1995,movie,4.9,123.0,95
8352,Dragon Ball GT: A Hero's Legacy,1997,tv movie,6.5,2240.0,65
8353,Corvette Summer,1978,movie,5.7,3022.0,105
8354,Sherlock Holmes and the Case of the Silk Stocking,2004,tv movie,6.7,2588.0,99
8355,Alone in the Dark,2005,movie,2.4,45019.0,99
8356,Firelight,1997,movie,7.2,4310.0,103
8357,Firestarter 2: Rekindled,2002,tv mini series,4.9,2827.0,168
8358,Kart Racer,2003,movie,5.7,601.0,94
8359,The Partridge Family,1970,tv series,6.5,3722.0,30
8360,The Touch of Satan,1998,episode,6.7,713.0,92
8361,Island of the Sharks,1999,movie,7.1,140.0,40
8362,Tom and Huck,1995,movie,5.5,10451.0,97
8363,The Greatest Collection of Them All,1973,episode,7.9,112.0,72
8364,"Normal, Ohio",2000,tv series,5.9,178.0,30
8365,Sohryuden: Legend of the Dragon Kings,1991,tv series,7.3,70.0,45
8366,Sssssss,1973,movie,5.4,3500.0,99
8367,Death in the Clouds,1992,episode,7.8,1560.0,103
8368,Ashes of Time,1994,movie,7.1,14456.0,100
8369,Prison-a-Go-Go!,2003,movie,3.8,311.0,84
8370,Agatha Christie's Miss Marple: The Body in the Library 1,1986,episode,7.7,50.0,0
8371,Flash: Season 2,2016,episode,6.4,6.0,0
8372,Con Man,2015,tv series,7.8,2453.0,12
8373,In God's Hands,1998,movie,5.5,1184.0,96
8374,Shock Waves,1977,movie,5.6,5206.0,85
8375,Miss Congeniality 2: Armed and Fabulous/D.E.B.S./Guess Who/The Wild Parrots of Telegraph Hill,2005,episode,,,0
8376,O,2001,movie,6.1,20891.0,95
8377,Active Stealth,1999,video movie,3.3,532.0,99
8378,The Ninth Gate,1999,movie,6.7,173881.0,133
8379,Kung Fu Cult Master,1993,movie,6.4,3446.0,107
8380,ABCD (Any Body Can Dance),2013,movie,6.3,6644.0,160
8381,Ordinary Sinner,2001,movie,5.3,217.0,91
8383,Ties That Bind,2015,tv series,6.3,602.0,42
8384,Tunes of Glory,1960,movie,7.5,3918.0,107
8385,The Railway Children,1970,movie,7.3,4384.0,109
8386,Good Newwz,2019,movie,6.9,18058.0,134
8387,Clear and Present Danger,1994,movie,6.9,94673.0,141
8388,Bob the Builder: Building Friendships,2003,tv movie,,,45
8389,Carla's Song,1996,movie,6.8,3180.0,127
8390,Marvin Gaye: Greatest Hits Live 76,1976,video movie,6.5,24.0,52
8391,Karan Arjun,1995,movie,6.8,13734.0,175
8392,Game of Thrones: Season 2 - Character Profiles,2013,video movie,8.7,1290.0,16
8393,Baywatch: Hawaiian Wedding,2003,tv movie,4.1,2141.0,100
8394,The Holy Land,2001,movie,6.6,253.0,102
8395,Henry Rollins: Shock & Awe,2005,video movie,7.8,130.0,97
8396,The Waiting Time,1999,tv movie,6.4,82.0,148
8397,Zombie Holocaust,1980,movie,5.2,5271.0,84
8398,Father of the Bride,1991,movie,6.5,72158.0,105
8399,Big Bird in Japan,1988,tv movie,7.2,202.0,60
8400,Book of Days,2003,tv movie,5.0,277.0,120
8401,Les rivières pourpres,2018,tv series,6.8,1295.0,60
8402,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,movie,6.4,19588.0,143
8403,Losing Control,1998,movie,4.4,372.0,93
8404,The Real Cancun,2003,movie,2.8,3878.0,96
8405,The Sopranos: Season 6 Invitation to the Set,2005,video movie,9.4,47.0,0
8406,Cheat,2019,tv series,6.7,2801.0,181
8407,Liberty Heights,1999,movie,7.0,6672.0,127
8408,Shine,1996,movie,7.7,52846.0,105
8409,A Touch of Zen,1971,movie,7.6,5874.0,200
8410,Big Eden,2000,movie,7.3,4350.0,118
8411,Bluebeard,1972,movie,5.6,1319.0,125
8412,Return to Me,2000,movie,6.9,20459.0,115
8413,The Beach Boys: The Lost Concert,1998,movie,8.1,86.0,0
8414,Oblivion 2: Backlash,1996,movie,5.2,547.0,83
8415,Vampyres,1974,movie,6.1,3503.0,87
8416,Kim Possible: The Secret Files,2003,video movie,7.4,888.0,72
8417,Survivor All Star,2015,tv series,5.2,91.0,150
8418,Carreras Domingo Pavarotti in Concert,1990,movie,9.1,169.0,86
8419,The Pride and the Passion,1957,movie,5.7,2709.0,132
8420,Images,1972,movie,7.1,6376.0,104
8421,Ecstasy,2017,movie,4.0,435.0,90
8422,The Haunting,1999,movie,5.0,73611.0,113
8423,Munchies,1987,movie,4.0,1535.0,83
8424,Radio Days,1987,movie,7.5,32888.0,88
8425,McLibel,2005,movie,7.1,2098.0,85
8426,Viva Las Vegas,1964,movie,6.4,7412.0,85
8427,Chungking Express,1994,movie,8.1,71414.0,102
8428,Little House on the Prairie,1974,tv series,7.5,20775.0,60
8429,Jump Tomorrow,2001,movie,7.1,1431.0,97
8430,Batman: The Movie,1966,movie,6.5,30911.0,105
8431,The Art of Dying,1991,movie,4.7,267.0,90
8433,Demolition Man,1993,movie,6.7,165860.0,115
8434,Zero Effect,1998,movie,6.9,14268.0,116
8435,The Miracle Worker,1962,movie,8.1,18065.0,106
8436,The Three Faces of Eve,1957,movie,7.2,7570.0,91
8437,Battleground,1949,movie,7.5,6980.0,118
8438,It's a Sin,2021,tv mini series,8.7,24394.0,239
8439,You're the Top: The Cole Porter Story,1990,episode,7.7,138.0,56
8440,Frozen Impact,2003,tv movie,3.8,462.0,96
8441,Rowing with the Wind,1988,movie,5.9,1023.0,126
8442,À Nous la Liberté,1931,movie,7.5,4333.0,104
8443,Shade,2003,movie,6.3,12485.0,101
8444,Nothing But Trouble,1991,movie,5.1,23598.0,94
8445,The Whistle Blower,1986,movie,6.2,2069.0,100
8446,Speed Racer,2008,movie,6.0,71089.0,135
8447,Circus World,1964,movie,6.2,2574.0,135
8448,The Tragedy of Macbeth,2021,movie,,,105
8449,The Hitchhiker,1983,tv series,6.8,1482.0,26
8450,SpaceCamp,1986,movie,5.7,14679.0,107
8451,Sex at 24 Frames Per Second,2003,video movie,6.4,518.0,101
8452,Waiting for Guffman,1996,movie,7.5,28125.0,84
8453,Best Defense,1984,movie,3.8,5907.0,94
8454,Wayne's World 2,1993,movie,6.2,79800.0,95
8455,King of the Ants,2003,movie,6.2,4149.0,102
8456,"The Adventures of Jimmy Neutron, Boy Genius",2002,tv series,6.7,19337.0,24
8457,Chillogy: Part 3: Escape from Karlsville,1998,episode,8.0,522.0,22
8458,Dark Shadows,2012,movie,6.2,254649.0,113
8459,Grande école,2004,movie,5.8,2264.0,110
8460,The Imitation Game,2014,movie,8.0,716770.0,114
8461,This Is the End,2013,movie,6.6,395141.0,107
8462,No Alibi,2000,movie,4.7,670.0,90
8463,Amityville II: The Possession,1982,movie,5.5,10908.0,104
8464,Aquarian Age: Juvenile Orion,2008,movie,4.8,48.0,0
8465,Brute Force,1947,movie,7.6,9725.0,98
8466,The Hunting of the President,2004,movie,6.9,926.0,90
8467,Bio-Zombie,1998,movie,6.4,2415.0,94
8468,"Dr. Quinn, Medicine Woman",1993,tv series,6.8,10920.0,60
8469,Baby for Sale,2004,tv movie,5.8,337.0,89
8470,The Spanish Apartment,2002,movie,7.3,40360.0,122
8471,Extreme Championship Wrestling: Extreme Evolution,2000,video movie,,,0
8472,The Lion King 1 1/2,2016,episode,6.9,18.0,3
8473,Vertigo,1958,movie,8.3,381832.0,128
8474,Transatlantic Tunnel,2003,episode,7.4,25.0,45
8475,Snapdragon,1993,movie,3.8,1599.0,98
8476,Chalti Ka Naam Gaadi,1958,movie,8.0,1568.0,173
8477,Benny Hill's World Tour: New York!,1991,movie,7.5,327.0,60
8478,Jockey,2021,movie,6.7,119.0,94
8479,Jonathan Winters: On the Loose,2000,tv movie,8.2,13.0,60
8480,Leviathan,1989,movie,5.8,19919.0,98
8481,Oklahoma!,1955,movie,7.1,12083.0,145
8482,The Post,2017,movie,7.2,143036.0,116
8483,A Real Young Girl,1976,movie,5.3,3712.0,93
8484,The Gift,2015,movie,7.0,147381.0,108
8485,Clash by Night,1952,movie,7.1,6131.0,105
8486,The Bible Collection: Jesus,2020,movie,5.8,6.0,0
8487,Things Behind the Sun,2001,movie,7.0,1421.0,120
8488,The Sweet Life,1960,movie,8.0,69825.0,174
8489,Con Air,1997,movie,6.9,285268.0,115
8490,Blood of Beasts,2005,movie,4.1,663.0,90
8491,The Late Show with Stephen Colbert,2015,tv series,7.2,12854.0,41
8492,Seven Dials Mystery,1981,tv movie,6.8,640.0,132
8493,Tom Horn,1980,movie,6.8,5118.0,98
8494,The Human Face,2001,tv mini series,7.9,575.0,200
8495,Hercules Unchained,1959,movie,4.6,2068.0,98
8496,Humoresque,1946,movie,7.3,4258.0,125
8497,Def by Temptation,1990,movie,4.8,1496.0,95
8498,A High Wind in Jamaica,1965,movie,6.5,2007.0,103
8499,The Killings at Badger's Drift,1997,episode,8.2,1615.0,120
8500,Top of the Food Chain,1999,movie,6.2,978.0,99
8501,Eminem: Hitz & Disses,2000,video movie,7.2,28.0,47
8502,Earthlight,2014,movie,,,25
8503,Timequest,2000,movie,5.4,680.0,92
8504,"Frank McKlusky, C.I.",2002,movie,4.1,1380.0,83
8505,Conquest of the Planet of the Apes,1972,movie,6.1,31414.0,88
8506,That Touch of Mink,1962,movie,6.7,9374.0,99
8507,Assault on Precinct 13,1976,movie,7.4,47083.0,91
8508,Black Sunday,1960,movie,7.2,14577.0,87
8509,Star Wars: Episode IV: A New Hope - Deleted Scenes,2011,video movie,8.5,1247.0,8
8510,Billy Jack Goes to Washington,1977,movie,4.5,712.0,155
8511,The Beautician and the Beast,1997,movie,5.5,9053.0,105
8512,Inside Out II,1992,video movie,5.6,93.0,90
8513,What Ever Happened to Aunt Alice?,1969,movie,6.9,2337.0,101
8514,Funky Monkey,2004,movie,3.7,768.0,94
8515,Robinson Crusoe,1997,movie,6.0,12210.0,105
8516,"Crouching Tiger, Hidden Dragon",2000,movie,7.8,260618.0,120
8517,Into the Sun,2005,movie,4.4,7425.0,97
8518,The Country Girl,1954,movie,7.3,5780.0,104
8519,To Kill with Intrigue,1977,movie,5.4,1172.0,106
8520,The Lovers on the Bridge,1991,movie,7.6,13412.0,125
8521,Y2K,1999,movie,4.0,577.0,106
8522,Something the Lord Made,2004,tv movie,8.2,12914.0,110
8523,Vampires: Los Muertos,2002,movie,4.5,7221.0,94
8524,The Triumph of the Will,1935,movie,7.3,16872.0,114
8525,Carrie,1976,movie,7.4,175474.0,98
8526,Ski School 2,1994,movie,4.0,1313.0,92
8527,Cops and Robbersons,1994,movie,5.2,6665.0,93
8528,Cedric the Entertainer: Starting Lineup,2002,movie,6.7,51.0,70
8529,Porco Rosso,1992,movie,7.7,83073.0,94
8530,Red Dragon,2002,movie,7.2,261926.0,124
8531,Bonus Material,2017,movie,,,2
8532,When in Rome,2010,movie,5.6,61063.0,91
8533,Dragon Drive,2002,tv series,7.0,65.0,25
8534,In Search of Dracula,1974,movie,6.2,284.0,82
8535,Tucker: The Man and His Dream,1988,movie,6.9,18943.0,110
8536,The Fresh Prince of Bel-Air,1990,tv series,7.9,126418.0,22
8537,Scooby-Doo and the Reluctant Werewolf,1988,tv movie,6.8,4172.0,92
8538,Munna Bhai,2019,tv series,,,0
8539,Woman Chasing the Butterfly of Death,1978,movie,6.1,204.0,110
8540,Richard Avedon: Darkness and Light,1995,episode,7.2,154.0,90
8541,Zandalee,1991,movie,4.4,3660.0,100
8542,Wing Commander,1999,movie,4.3,16612.0,100
8543,The Great White Hype,1996,movie,5.5,10002.0,91
8544,If They Tell You I Fell,1989,movie,5.8,398.0,120
8545,Atlantis: The Lost Empire,2001,movie,6.9,110913.0,95
8546,AFI's 100 Years... 100 Movies: America's Greatest Movies,1998,tv movie,7.4,654.0,138
8547,Spartacus,2010,tv series,8.5,230241.0,55
8548,Renaissance Man,1994,movie,6.2,17438.0,128
8549,A Countess from Hong Kong,1967,movie,6.1,6056.0,120
8550,Céline Dion: All the Way... A Decade of Song & Video,2001,movie,7.6,196.0,91
8551,America's Stone Age Explorers,2004,episode,7.9,19.0,54
8552,"Scooby Doo, Where Are You!",1969,tv series,7.9,32070.0,22
8553,Posse,1993,movie,5.5,4320.0,111
8554,Open Season 2,2008,video movie,5.6,22948.0,76
8555,Michelangelo: A Self Portrait,1989,movie,7.9,34.0,85
8556,Innocent Blood,1992,movie,6.2,9785.0,112
8557,Them,2006,movie,6.4,29813.0,77
8558,Over the Edge,1979,movie,7.4,6544.0,95
8559,Richard Pryor: Live in Concert,1979,movie,8.1,4919.0,78
8560,El Hazard: The Alternative World,1998,tv series,6.6,153.0,25
8561,The ABC Murders,1992,episode,8.5,2112.0,103
8562,Bonjour Tristesse,1958,movie,6.9,4863.0,94
8563,The Prize Fighter,1979,movie,5.8,346.0,99
8564,Let's Make Love,1960,movie,6.5,7029.0,119
8565,Planet of the Apes,2001,movie,5.7,214461.0,119
8566,Summer Holidays,2006,movie,,,18
8567,A Kid Called Danger,1999,movie,5.6,290.0,85
8569,The Golden Voyage of Sinbad,1973,movie,6.8,8777.0,105
8570,Parallel Sons,1995,movie,6.2,267.0,93
8571,The Substitute Wife,1994,tv movie,6.6,541.0,92
8572,Strange Bedfellows,2004,movie,6.3,1865.0,100
8573,Frank Sinatra: In Concert at the Royal Festival Hall,1970,movie,8.2,50.0,50
8574,The Up in Smoke Tour,2000,video movie,8.5,1965.0,119
8575,Candyman: Farewell to the Flesh,1995,movie,5.3,11989.0,95
8576,Ginger and Cinnamon,2003,movie,6.6,913.0,109
8577,Kindergarten Cop,1990,movie,6.2,142198.0,111
8578,Casper Meets Wendy,1998,video movie,5.4,6855.0,90
8579,The Seven Little Foys,1955,movie,6.7,1457.0,93
8580,The Hours,2002,movie,7.5,127979.0,110
8581,Spenser Confidential,2020,movie,6.2,79510.0,111
8582,Hidden Hollywood: Jews and the American Dream,1998,tv mini series,,,0
8583,Assassination,1987,movie,5.2,3191.0,88
8584,Heirs,2013,tv series,7.5,8841.0,55
8585,The Arrival,1996,movie,6.2,34278.0,115
8586,Game of Honor Show Season 3,2018,video movie,,,0
8587,What's the Worst That Could Happen?,2001,movie,5.5,15622.0,94
8588,Trespass,2011,movie,5.3,42674.0,91
8589,Disorderlies,1987,movie,5.0,2193.0,86
8590,Goda grannar,1987,tv series,6.1,58.0,26
8591,Cyclo,1995,movie,7.3,4942.0,123
8592,The Algae's Always Greener/SpongeGuard on Duty,2002,episode,8.8,731.0,24
8593,Hide and Seek,2005,movie,6.0,83453.0,101
8594,Venomous,2001,video movie,3.9,1084.0,97
8595,Auto Focus,2002,movie,6.6,13640.0,105
8596,Good Bye Lenin!,2003,movie,7.7,141643.0,121
8597,Body Double,1984,movie,6.8,31422.0,114
8598,The Special Officer,1913,movie,,,0
8599,Lord Love a Duck,1966,movie,6.4,1668.0,105
8600,Jesus Christ Superstar,1973,movie,7.4,26219.0,106
8601,Stakeout,1987,movie,6.6,24726.0,117
8602,The Phantom Lover,1995,movie,6.3,788.0,100
8603,3 Ninjas Kick Back,1994,movie,4.6,8963.0,93
8604,Valdez Is Coming,1971,movie,6.8,3760.0,90
8605,Fighting Tommy Riley,2004,movie,6.5,807.0,109
8606,Chok-Dee,2005,movie,6.2,685.0,105
8607,Eurythmics: Peacetour,2000,video movie,8.5,59.0,96
8608,U2: Rattle and Hum,1988,movie,7.6,5817.0,99
8609,The Green Mile,1999,movie,8.6,1202576.0,189
8610,Alive,1993,movie,7.1,53335.0,120
8611,The Smokers,2000,movie,2.9,2806.0,96
8612,Laws of Attraction,2004,movie,5.9,22810.0,90
8613,Motocross Kids,2004,movie,3.9,455.0,82
8614,The Mysterious Affair at Styles,1990,episode,7.9,1786.0,103
8615,Unledded,1994,tv movie,8.8,164.0,0
8616,The Fugitive,1993,movie,7.8,278857.0,130
8617,The L Word,2004,tv series,7.6,25101.0,50
8618,Contamination,1980,movie,5.2,4412.0,95
8619,The Return of Jafar,1994,video movie,5.9,27790.0,69
8620,The Phantom,1996,movie,5.0,33285.0,100
8621,Big Bully,1996,movie,4.8,4897.0,90
8622,Panic Room,2002,movie,6.8,268729.0,112
8623,It's a Sin,2021,tv mini series,8.7,24395.0,239
8624,Seven Beauties,1975,movie,7.8,5523.0,116
